MarketID,MarketSize,LocationID,AgeOfStore,Promotion,week,SalesInThousands,Date
6,Small,510,7,2,4,26.12,22-01-2025
6,Small,510,7,2,5,22.09,29-01-2025
6,Small,510,7,3,6,26.58,05-02-2025
6,Medium,511,24,1,3,40.8,15-01-2025
6,Small,511,24,2,4,36.07,22-01-2025
6,Small,511,24,2,5,39.07,29-01-2025
6,Small,511,24,1,6,26.95,05-02-2025
6,Small,512,4,3,3,24.9,15-01-2025
6,Small,512,4,1,4,23.38,22-01-2025
6,Large,512,4,2,5,37.67,29-01-2025
6,Medium,512,4,1,6,26.05,05-02-2025
6,Medium,513,7,1,3,24.28,15-01-2025
6,Small,513,7,2,4,36.86,22-01-2025
6,Small,513,7,1,5,38.29,29-01-2025
6,Medium,513,7,1,6,29.41,05-02-2025
6,Medium,514,6,1,3,33.33,15-01-2025
6,Medium,514,6,2,4,34.91,22-01-2025
6,Medium,514,6,2,5,21.58,29-01-2025
6,Small,514,6,3,6,28.74,05-02-2025
6,Large,515,8,1,3,33.71,15-01-2025
6,Small,515,8,3,4,32.81,22-01-2025
6,Large,515,8,2,5,27.36,29-01-2025
6,Small,515,8,1,6,28.01,05-02-2025
7,Medium,601,7,1,3,44.27,15-01-2025
7,Large,601,7,1,4,34.93,22-01-2025
7,Small,601,7,1,5,34.99,29-01-2025
7,Large,601,7,3,6,32.49,05-02-2025
7,Large,602,4,3,3,46.4,15-01-2025
7,Large,602,4,3,4,30.55,22-01-2025
7,Large,602,4,2,5,25.18,29-01-2025
7,Medium,602,4,3,6,37.1,05-02-2025
7,Large,603,4,1,3,34.86,15-01-2025
7,Medium,603,4,2,4,32.34,22-01-2025
7,Small,603,4,3,5,40.19,29-01-2025
7,Large,603,4,1,6,16.11,05-02-2025
7,Large,604,11,2,3,30.67,15-01-2025
7,Small,604,11,1,4,26.07,22-01-2025
7,Small,604,11,3,5,27.5,29-01-2025
7,Medium,604,11,1,6,39.28,05-02-2025
7,Medium,605,8,3,3,41.92,15-01-2025
7,Medium,605,8,3,4,37.4,22-01-2025
7,Small,605,8,3,5,38.63,29-01-2025
7,Small,605,8,1,6,36.36,05-02-2025
7,Small,606,8,2,3,34.15,15-01-2025
7,Medium,606,8,1,4,34.66,22-01-2025
7,Large,606,8,3,5,26.86,29-01-2025
7,Large,606,8,3,6,41.54,05-02-2025
7,Medium,607,3,3,3,46.67,15-01-2025
7,Small,607,3,2,4,23.27,22-01-2025
7,Medium,607,3,3,5,29.07,29-01-2025
7,Small,607,3,1,6,17.35,05-02-2025
7,Large,608,18,2,3,49.03,15-01-2025
7,Small,608,18,2,4,45.77,22-01-2025
7,Medium,608,18,3,5,44.3,29-01-2025
7,Large,608,18,1,6,37.6,05-02-2025
7,Medium,609,9,3,3,32.49,15-01-2025
7,Small,609,9,1,4,36.76,22-01-2025
7,Large,609,9,1,5,39.81,29-01-2025
7,Large,609,9,2,6,49.46,05-02-2025
7,Medium,610,4,1,3,41.05,15-01-2025
7,Small,610,4,2,4,28.09,22-01-2025
7,Medium,610,4,3,5,39.31,29-01-2025
7,Medium,610,4,1,6,27.88,05-02-2025
7,Large,611,11,2,3,31.1,15-01-2025
7,Medium,611,11,3,4,48.69,22-01-2025
7,Medium,611,11,2,5,23.5,29-01-2025
7,Small,611,11,3,6,42.22,05-02-2025
7,Large,612,1,3,3,38.62,15-01-2025
7,Medium,612,1,2,4,50.65,22-01-2025
7,Large,612,1,1,5,23.23,29-01-2025
7,Small,612,1,3,6,28,05-02-2025
7,Large,613,18,2,3,24.51,15-01-2025
7,Large,613,18,2,4,34.47,22-01-2025
7,Medium,613,18,2,5,49,29-01-2025
7,Large,613,18,3,6,36.4,05-02-2025
7,Medium,614,8,1,3,22.85,15-01-2025
7,Small,614,8,1,4,31.22,22-01-2025
7,Small,614,8,3,5,24.76,29-01-2025
7,Large,614,8,3,6,23.84,05-02-2025
7,Medium,615,1,1,3,41.53,15-01-2025
7,Medium,615,1,1,4,30.49,22-01-2025
7,Small,615,1,3,5,41.39,29-01-2025
7,Large,615,1,1,6,30.67,05-02-2025
8,Medium,701,1,2,3,47.9,15-01-2025
8,Small,701,1,2,4,39.62,22-01-2025
8,Small,701,1,3,5,37.19,29-01-2025
8,Small,701,1,1,6,28.91,05-02-2025
8,Small,702,13,2,3,40.84,15-01-2025
8,Small,702,13,1,4,27.7,22-01-2025
8,Medium,702,13,2,5,31.35,29-01-2025
8,Small,702,13,1,6,37.58,05-02-2025
8,Small,703,4,3,3,42.5,15-01-2025
8,Small,703,4,2,4,27.7,22-01-2025
8,Medium,703,4,1,5,36.49,29-01-2025
8,Large,703,4,2,6,30.83,05-02-2025
8,Small,704,27,1,3,38.79,15-01-2025
8,Medium,704,27,2,4,31.54,22-01-2025
8,Small,704,27,3,5,38.19,29-01-2025
8,Large,704,27,1,6,32.6,05-02-2025
8,Large,705,22,2,3,48.68,15-01-2025
8,Medium,705,22,3,4,40.81,22-01-2025
8,Medium,705,22,1,5,37.31,29-01-2025
8,Large,705,22,3,6,44.66,05-02-2025
8,Small,706,17,2,3,27.54,15-01-2025
8,Small,706,17,3,4,44.34,22-01-2025
8,Medium,706,17,1,5,31.55,29-01-2025
8,Medium,706,17,3,6,30.96,05-02-2025
8,Large,707,5,1,3,42.1,15-01-2025
8,Medium,707,5,2,4,30.63,22-01-2025
8,Medium,707,5,2,5,24.48,29-01-2025
8,Small,707,5,2,6,44.13,05-02-2025
8,Medium,708,15,3,3,17.65,15-01-2025
8,Small,708,15,1,4,51.81,22-01-2025
8,Large,708,15,3,5,23.21,29-01-2025
8,Small,708,15,2,6,35.72,05-02-2025
8,Small,709,1,2,3,38.54,15-01-2025
8,Large,709,1,3,4,40,22-01-2025
8,Large,709,1,2,5,34.78,29-01-2025
8,Medium,709,1,2,6,37.7,05-02-2025
8,Large,710,24,3,3,52.84,15-01-2025
8,Medium,710,24,1,4,46.84,22-01-2025
8,Large,710,24,3,5,36.67,29-01-2025
8,Small,710,24,1,6,29.89,05-02-2025
8,Medium,711,1,3,3,54.38,15-01-2025
8,Small,711,1,1,4,34.72,22-01-2025
8,Large,711,1,1,5,43.25,29-01-2025
8,Large,711,1,1,6,54.1,05-02-2025
8,Large,712,9,3,3,46.22,15-01-2025
8,Large,712,9,1,4,28.27,22-01-2025
8,Large,712,9,3,5,24.53,29-01-2025
8,Small,712,9,3,6,42.24,05-02-2025
9,Medium,801,3,1,3,45.62,15-01-2025
9,Medium,801,3,1,4,31.57,22-01-2025
9,Medium,801,3,2,5,48.61,29-01-2025
9,Large,801,3,1,6,37.52,05-02-2025
9,Large,802,9,3,3,35.04,15-01-2025
9,Large,802,9,2,4,35.65,22-01-2025
9,Small,802,9,2,5,47.9,29-01-2025
9,Large,802,9,2,6,36.64,05-02-2025
9,Small,803,10,3,3,36.18,15-01-2025
9,Medium,803,10,3,4,52.93,22-01-2025
9,Medium,803,10,3,5,35.47,29-01-2025
9,Small,803,10,3,6,49.59,05-02-2025
9,Small,804,1,3,3,31.6,15-01-2025
9,Small,804,1,1,4,50.19,22-01-2025
9,Large,804,1,3,5,38.51,29-01-2025
9,Medium,804,1,2,6,53.71,05-02-2025
9,Small,805,6,2,3,36.85,15-01-2025
9,Medium,805,6,2,4,35.89,22-01-2025
9,Small,805,6,2,5,46.2,29-01-2025
9,Medium,805,6,1,6,41.58,05-02-2025
9,Medium,806,5,1,3,37.99,15-01-2025
9,Large,806,5,1,4,52.72,22-01-2025
9,Small,806,5,3,5,44.75,29-01-2025
9,Large,806,5,1,6,27.39,05-02-2025
9,Large,807,1,2,3,35.05,15-01-2025
9,Small,807,1,3,4,42.99,22-01-2025
9,Medium,807,1,2,5,45.26,29-01-2025
9,Small,807,1,1,6,39.27,05-02-2025
9,Medium,808,20,2,3,52.4,15-01-2025
9,Small,808,20,1,4,40.49,22-01-2025
9,Medium,808,20,2,5,36.07,29-01-2025
9,Small,808,20,2,6,55.54,05-02-2025
9,Large,809,9,2,3,34.5,15-01-2025
9,Large,809,9,1,4,52.89,22-01-2025
9,Small,809,9,1,5,51.93,29-01-2025
9,Small,809,9,3,6,31.83,05-02-2025
9,Small,810,13,2,3,34.03,15-01-2025
9,Small,810,13,1,4,47.26,22-01-2025
9,Large,810,13,3,5,53.01,29-01-2025
9,Small,810,13,3,6,48.21,05-02-2025
10,Medium,901,7,3,3,45.46,15-01-2025
10,Large,901,7,1,4,22.35,22-01-2025
10,Large,901,7,3,5,26.8,29-01-2025
10,Medium,901,7,3,6,47.14,05-02-2025
10,Small,902,1,2,3,45.48,15-01-2025
10,Medium,902,1,3,4,33.85,22-01-2025
10,Medium,902,1,3,5,52.13,29-01-2025
10,Large,902,1,2,6,36.33,05-02-2025
10,Medium,903,7,1,3,44.47,15-01-2025
10,Medium,903,7,3,4,29.83,22-01-2025
10,Medium,903,7,1,5,40.28,29-01-2025
10,Large,903,7,3,6,35.69,05-02-2025
10,Small,904,10,2,3,46.08,15-01-2025
10,Small,904,10,2,4,48.04,22-01-2025
10,Small,904,10,1,5,35.01,29-01-2025
10,Medium,904,10,3,6,48.66,05-02-2025
10,Large,905,2,3,3,32.57,15-01-2025
10,Large,905,2,2,4,40.53,22-01-2025
10,Small,905,2,1,5,35.01,29-01-2025
10,Medium,905,2,1,6,48.32,05-02-2025
10,Medium,906,13,1,3,27.29,15-01-2025
10,Medium,906,13,1,4,43.53,22-01-2025
10,Large,906,13,2,5,39.6,29-01-2025
10,Large,906,13,3,6,30.37,05-02-2025
10,Medium,907,10,2,3,24.13,15-01-2025
10,Small,907,10,3,4,39.2,22-01-2025
10,Small,907,10,3,5,33.95,29-01-2025
10,Large,907,10,1,6,38.02,05-02-2025
10,Medium,908,3,2,3,26.35,15-01-2025
10,Medium,908,3,3,4,29.23,22-01-2025
10,Small,908,3,3,5,44.27,29-01-2025
10,Large,908,3,3,6,45.63,05-02-2025
10,Medium,909,1,2,3,40.98,15-01-2025
10,Small,909,1,1,4,41.58,22-01-2025
10,Small,909,1,1,5,52.3,29-01-2025
10,Large,909,1,3,6,49.04,05-02-2025
10,Large,910,1,2,3,51.15,15-01-2025
10,Large,910,1,1,4,45.28,22-01-2025
10,Small,910,1,2,5,40.88,29-01-2025
10,Large,910,1,2,6,52.64,05-02-2025
10,Small,911,1,1,3,44.18,15-01-2025
10,Medium,911,1,2,4,40.97,22-01-2025
10,Small,911,1,3,5,38.84,29-01-2025
10,Small,911,1,3,6,31.6,05-02-2025
10,Medium,912,6,2,3,39.21,15-01-2025
10,Medium,912,6,3,4,40.51,22-01-2025
10,Large,912,6,1,5,46.68,29-01-2025
10,Small,912,6,3,6,34.38,05-02-2025
10,Large,913,24,3,3,45.11,15-01-2025
10,Medium,913,24,3,4,30.6,22-01-2025
10,Small,913,24,2,5,37.63,29-01-2025
10,Medium,913,24,1,6,36.14,05-02-2025
10,Small,914,9,1,3,37.41,15-01-2025
10,Large,914,9,3,4,34.35,22-01-2025
10,Medium,914,9,1,5,31.09,29-01-2025
10,Medium,914,9,1,6,34.35,05-02-2025
10,Large,915,3,1,3,37.47,15-01-2025
10,Medium,915,3,2,4,33.28,22-01-2025
10,Medium,915,3,2,5,50.7,29-01-2025
10,Medium,915,3,3,6,36.97,05-02-2025
10,Medium,916,7,2,3,32.17,15-01-2025
10,Large,916,7,1,4,40.4,22-01-2025
10,Small,916,7,3,5,44.45,29-01-2025
10,Small,916,7,3,6,30.21,05-02-2025
10,Large,917,14,3,3,47.56,15-01-2025
10,Small,917,14,1,4,30.59,22-01-2025
10,Large,917,14,2,5,39.4,29-01-2025
10,Medium,917,14,1,6,33.8,05-02-2025
10,Large,918,6,1,3,47.07,15-01-2025
10,Small,918,6,1,4,39.04,22-01-2025
10,Small,918,6,3,5,43.64,29-01-2025
10,Small,918,6,2,6,40.09,05-02-2025
10,Medium,919,2,2,3,37.82,15-01-2025
10,Large,919,2,1,4,54.83,22-01-2025
10,Medium,919,2,3,5,38.53,29-01-2025
10,Medium,919,2,3,6,41.71,05-02-2025
10,Small,920,14,2,3,27,15-01-2025
10,Large,920,14,2,4,42.14,22-01-2025
10,Small,920,14,3,5,23.53,29-01-2025
10,Small,920,14,1,6,33.49,05-02-2025
1,Small,1,4,1,4,21.36,22-01-2025
1,Small,1,4,3,5,34.7,29-01-2025
1,Small,1,4,1,6,17.61,05-02-2025
1,Small,1,4,2,7,28.37,12-02-2025
1,Small,2,5,1,4,22.43,22-01-2025
1,Large,2,5,1,5,28.1,29-01-2025
1,Large,2,5,2,6,22.31,05-02-2025
1,Small,2,5,3,7,25.06,12-02-2025
1,Small,3,12,3,4,32.67,22-01-2025
1,Medium,3,12,1,5,35.99,29-01-2025
1,Large,3,12,3,6,39.1,05-02-2025
1,Large,3,12,2,7,32.28,12-02-2025
1,Medium,4,1,1,4,31.66,22-01-2025
1,Medium,4,1,2,5,22.85,29-01-2025
1,Large,4,1,3,6,20.91,05-02-2025
1,Medium,4,1,3,7,24.05,12-02-2025
1,Large,5,10,1,4,18.76,22-01-2025
1,Small,5,10,1,5,22.37,29-01-2025
1,Large,5,10,2,6,27.76,05-02-2025
1,Large,5,10,3,7,21.54,12-02-2025
1,Medium,6,10,1,4,30.05,22-01-2025
1,Medium,6,10,3,5,18.27,29-01-2025
1,Small,6,10,2,6,24.66,05-02-2025
1,Large,6,10,2,7,19.83,12-02-2025
1,Medium,7,15,1,4,40.77,22-01-2025
1,Medium,7,15,1,5,30.22,29-01-2025
1,Small,7,15,1,6,40.05,05-02-2025
1,Medium,7,15,3,7,25.81,12-02-2025
1,Large,8,10,3,4,29.72,22-01-2025
1,Large,8,10,1,5,22.6,29-01-2025
1,Medium,8,10,3,6,22.82,05-02-2025
1,Large,8,10,3,7,21.51,12-02-2025
1,Large,9,6,2,4,20.06,22-01-2025
1,Medium,9,6,2,5,22.22,29-01-2025
1,Medium,9,6,2,6,31.72,05-02-2025
1,Large,9,6,2,7,35.51,12-02-2025
1,Large,10,5,2,4,28.9,22-01-2025
1,Small,10,5,3,5,19.9,29-01-2025
1,Small,10,5,2,6,14.5,05-02-2025
1,Medium,10,5,2,7,26.56,12-02-2025
1,Large,11,5,2,4,31.46,22-01-2025
1,Large,11,5,3,5,20.24,29-01-2025
1,Large,11,5,2,6,26.8,05-02-2025
1,Small,11,5,2,7,28.85,12-02-2025
1,Large,12,12,2,4,29.6,22-01-2025
1,Medium,12,12,3,5,22.39,29-01-2025
1,Medium,12,12,3,6,36.49,05-02-2025
1,Large,12,12,2,7,29.53,12-02-2025
1,Medium,13,12,3,4,26.97,22-01-2025
1,Small,13,12,3,5,32.98,29-01-2025
1,Medium,13,12,3,6,30.21,05-02-2025
1,Small,13,12,3,7,29.45,12-02-2025
2,Medium,101,22,3,4,51.64,22-01-2025
2,Medium,101,22,2,5,58.29,29-01-2025
2,Medium,101,22,2,6,63.46,05-02-2025
2,Large,101,22,3,7,42.08,12-02-2025
2,Small,102,8,2,4,35.92,22-01-2025
2,Small,102,8,1,5,34.06,29-01-2025
2,Medium,102,8,3,6,32.37,05-02-2025
2,Large,102,8,1,7,55.44,12-02-2025
2,Small,103,22,2,4,35.71,22-01-2025
2,Large,103,22,1,5,38.95,29-01-2025
2,Medium,103,22,2,6,48.28,05-02-2025
2,Small,103,22,3,7,55.53,12-02-2025
2,Large,104,19,3,4,54.54,22-01-2025
2,Small,104,19,1,5,51.96,29-01-2025
2,Small,104,19,2,6,59.01,05-02-2025
2,Small,104,19,2,7,37.98,12-02-2025
2,Large,105,8,3,4,57.94,22-01-2025
2,Medium,105,8,3,5,42.16,29-01-2025
2,Medium,105,8,1,6,36,05-02-2025
2,Small,105,8,1,7,49.06,12-02-2025
2,Large,106,5,1,4,51.21,22-01-2025
2,Small,106,5,1,5,48.08,29-01-2025
2,Large,106,5,2,6,40.63,05-02-2025
2,Small,106,5,1,7,51.53,12-02-2025
3,Small,201,4,1,4,70.4,22-01-2025
3,Medium,201,4,1,5,69.43,29-01-2025
3,Medium,201,4,1,6,46.15,05-02-2025
3,Medium,201,4,3,7,57.92,12-02-2025
3,Small,202,8,1,4,74.42,22-01-2025
3,Medium,202,8,3,5,80.92,29-01-2025
3,Small,202,8,2,6,78.38,05-02-2025
3,Large,202,8,3,7,92.9,12-02-2025
3,Medium,203,12,1,4,88.02,22-01-2025
3,Medium,203,12,3,5,55.99,29-01-2025
3,Medium,203,12,2,6,76.81,05-02-2025
3,Medium,203,12,2,7,66.52,12-02-2025
3,Medium,204,1,3,4,57.23,22-01-2025
3,Small,204,1,2,5,70.99,29-01-2025
3,Large,204,1,2,6,67.59,05-02-2025
3,Small,204,1,3,7,67.14,12-02-2025
3,Medium,205,19,1,4,47.75,22-01-2025
3,Large,205,19,2,5,67.06,29-01-2025
3,Large,205,19,2,6,53.55,05-02-2025
3,Large,205,19,2,7,71.8,12-02-2025
3,Large,206,11,2,4,68.66,22-01-2025
3,Large,206,11,3,5,71.45,29-01-2025
3,Medium,206,11,2,6,69.02,05-02-2025
3,Medium,206,11,3,7,73.1,12-02-2025
3,Medium,207,1,3,4,78.47,22-01-2025
3,Large,207,1,2,5,69.31,29-01-2025
3,Small,207,1,2,6,48.48,05-02-2025
3,Large,207,1,3,7,69.17,12-02-2025
3,Medium,208,1,2,4,62.3,22-01-2025
3,Large,208,1,3,5,47.91,29-01-2025
3,Medium,208,1,2,6,61.86,05-02-2025
3,Small,208,1,2,7,64.08,12-02-2025
3,Medium,209,1,3,4,55.73,22-01-2025
3,Small,209,1,1,5,89.56,29-01-2025
3,Small,209,1,1,6,63.19,05-02-2025
3,Small,209,1,3,7,60.94,12-02-2025
3,Medium,210,19,3,4,62.06,22-01-2025
3,Medium,210,19,3,5,57.49,29-01-2025
3,Small,210,19,2,6,93.3,05-02-2025
3,Small,210,19,2,7,55.8,12-02-2025
3,Small,211,13,3,4,85.45,22-01-2025
3,Small,211,13,3,5,63.42,29-01-2025
3,Small,211,13,1,6,60.58,05-02-2025
3,Medium,211,13,3,7,65.26,12-02-2025
3,Medium,212,3,3,4,72.04,22-01-2025
3,Small,212,3,1,5,77.82,29-01-2025
3,Large,212,3,1,6,45.06,05-02-2025
3,Large,212,3,1,7,74.02,12-02-2025
3,Medium,213,4,1,4,64.6,22-01-2025
3,Small,213,4,2,5,68.53,29-01-2025
3,Medium,213,4,3,6,56.76,05-02-2025
3,Small,213,4,2,7,77.01,12-02-2025
3,Large,214,5,3,4,87.16,22-01-2025
3,Small,214,5,1,5,68.54,29-01-2025
3,Medium,214,5,1,6,65.23,05-02-2025
3,Medium,214,5,3,7,50.21,12-02-2025
3,Large,215,7,2,4,59.75,22-01-2025
3,Medium,215,7,1,5,43.69,29-01-2025
3,Large,215,7,2,6,76.71,05-02-2025
3,Small,215,7,2,7,59.6,12-02-2025
3,Large,216,4,1,4,82.08,22-01-2025
3,Small,216,4,3,5,65.5,29-01-2025
3,Small,216,4,3,6,73.95,05-02-2025
3,Small,216,4,2,7,59.55,12-02-2025
3,Large,217,5,3,4,63.58,22-01-2025
3,Small,217,5,1,5,74.37,29-01-2025
3,Large,217,5,3,6,66.06,05-02-2025
3,Small,217,5,1,7,79.54,12-02-2025
3,Small,218,2,2,4,87.39,22-01-2025
3,Medium,218,2,3,5,58.19,29-01-2025
3,Large,218,2,1,6,70.91,05-02-2025
3,Medium,218,2,1,7,72.08,12-02-2025
3,Large,219,7,3,4,63.31,22-01-2025
3,Medium,219,7,2,5,54.22,29-01-2025
3,Large,219,7,3,6,70.03,05-02-2025
3,Small,219,7,2,7,53.42,12-02-2025
3,Small,220,3,3,4,52.37,22-01-2025
3,Large,220,3,3,5,54.48,29-01-2025
3,Medium,220,3,1,6,79.12,05-02-2025
3,Large,220,3,2,7,75.25,12-02-2025
3,Large,221,23,2,4,58.72,22-01-2025
3,Medium,221,23,2,5,55.53,29-01-2025
3,Medium,221,23,3,6,73.86,05-02-2025
3,Small,221,23,2,7,46.14,12-02-2025
3,Large,222,6,2,4,56.81,22-01-2025
3,Large,222,6,3,5,49.08,29-01-2025
3,Small,222,6,1,6,74.58,05-02-2025
3,Medium,222,6,1,7,79.82,12-02-2025
4,Large,301,1,1,4,40.27,22-01-2025
4,Large,301,1,1,5,33.39,29-01-2025
4,Large,301,1,2,6,37.58,05-02-2025
4,Large,301,1,3,7,37.01,12-02-2025
4,Large,302,7,3,4,38.01,22-01-2025
4,Large,302,7,3,5,48.55,29-01-2025
4,Small,302,7,3,6,27.27,05-02-2025
4,Large,302,7,3,7,36.59,12-02-2025
4,Small,303,9,3,4,50.49,22-01-2025
4,Small,303,9,2,5,41.96,29-01-2025
4,Small,303,9,2,6,35.32,05-02-2025
4,Large,303,9,3,7,40.8,12-02-2025
4,Large,304,3,2,4,38.25,22-01-2025
4,Medium,304,3,3,5,53.46,29-01-2025
4,Small,304,3,2,6,44.68,05-02-2025
4,Small,304,3,2,7,54.26,12-02-2025
4,Large,305,2,2,4,39.48,22-01-2025
4,Small,305,2,2,5,48.8,29-01-2025
4,Medium,305,2,1,6,31.15,05-02-2025
4,Large,305,2,2,7,35.14,12-02-2025
4,Large,306,13,2,4,35.21,22-01-2025
4,Large,306,13,3,5,55.71,29-01-2025
4,Medium,306,13,3,6,45.49,05-02-2025
4,Medium,306,13,3,7,64.03,12-02-2025
4,Small,307,7,3,4,39.41,22-01-2025
4,Medium,307,7,1,5,31.97,29-01-2025
4,Medium,307,7,3,6,33.33,05-02-2025
4,Large,307,7,3,7,41.11,12-02-2025
4,Small,308,28,3,4,28.43,22-01-2025
4,Large,308,28,1,5,48.21,29-01-2025
4,Small,308,28,2,6,28.09,05-02-2025
4,Medium,308,28,1,7,30.34,12-02-2025
4,Medium,309,8,1,4,35.5,22-01-2025
4,Large,309,8,2,5,38.72,29-01-2025
4,Medium,309,8,3,6,50.64,05-02-2025
4,Small,309,8,3,7,52.75,12-02-2025
5,Large,401,5,3,4,29.59,22-01-2025
5,Small,401,5,2,5,47.99,29-01-2025
5,Medium,401,5,3,6,40.76,05-02-2025
5,Small,401,5,1,7,45.53,12-02-2025
5,Small,402,25,2,4,34.82,22-01-2025
5,Large,402,25,1,5,32.65,29-01-2025
5,Large,402,25,2,6,47.11,05-02-2025
5,Large,402,25,1,7,28.52,12-02-2025
5,Large,403,19,2,4,28.85,22-01-2025
5,Medium,403,19,3,5,28.54,29-01-2025
5,Small,403,19,1,6,31.32,05-02-2025
5,Large,403,19,2,7,25.06,12-02-2025
5,Small,404,8,1,4,39.81,22-01-2025
5,Large,404,8,3,5,25.47,29-01-2025
5,Medium,404,8,2,6,29.21,05-02-2025
5,Large,404,8,1,7,25.31,12-02-2025
5,Large,405,4,1,4,35.24,22-01-2025
5,Small,405,4,2,5,43.29,29-01-2025
5,Medium,405,4,3,6,40.08,05-02-2025
5,Small,405,4,1,7,33.21,12-02-2025
5,Small,406,3,1,4,26.59,22-01-2025
5,Small,406,3,2,5,33.49,29-01-2025
5,Medium,406,3,3,6,34.15,05-02-2025
5,Medium,406,3,3,7,28.46,12-02-2025
5,Small,407,6,2,4,27.26,22-01-2025
5,Small,407,6,3,5,46.49,29-01-2025
5,Small,407,6,1,6,32.74,05-02-2025
5,Small,407,6,1,7,31.53,12-02-2025
5,Small,408,9,2,4,33.33,22-01-2025
5,Large,408,9,2,5,34.02,29-01-2025
5,Large,408,9,2,6,35.56,05-02-2025
5,Large,408,9,2,7,31.63,12-02-2025
5,Large,409,14,3,4,35,22-01-2025
5,Large,409,14,3,5,38.89,29-01-2025
5,Small,409,14,3,6,28.82,05-02-2025
5,Medium,409,14,1,7,37.81,12-02-2025
5,Medium,410,11,1,4,42.18,22-01-2025
5,Medium,410,11,2,5,46.88,29-01-2025
5,Large,410,11,1,6,37.34,05-02-2025
5,Small,410,11,3,7,53.41,12-02-2025
5,Medium,411,23,1,4,34.89,22-01-2025
5,Large,411,23,1,5,51.16,29-01-2025
5,Medium,411,23,3,6,44.45,05-02-2025
5,Medium,411,23,2,7,41.5,12-02-2025
5,Small,412,6,1,4,49.66,22-01-2025
5,Small,412,6,2,5,50.21,29-01-2025
5,Small,412,6,1,6,44.14,05-02-2025
5,Small,412,6,1,7,43.85,12-02-2025
5,Medium,413,1,3,4,28.02,22-01-2025
5,Small,413,1,1,5,36.66,29-01-2025
5,Medium,413,1,1,6,41.77,05-02-2025
5,Medium,413,1,3,7,32.63,12-02-2025
5,Medium,414,1,2,4,37.58,22-01-2025
5,Large,414,1,3,5,31.42,29-01-2025
5,Large,414,1,2,6,41.61,05-02-2025
5,Medium,414,1,1,7,37.04,12-02-2025
5,Large,415,12,2,4,33.13,22-01-2025
5,Medium,415,12,1,5,39.13,29-01-2025
5,Medium,415,12,1,6,34.66,05-02-2025
5,Large,415,12,1,7,37.09,12-02-2025
6,Medium,501,6,3,4,21.73,22-01-2025
6,Large,501,6,1,5,29.53,29-01-2025
6,Large,501,6,2,6,25.61,05-02-2025
6,Small,501,6,3,7,23.39,12-02-2025
6,Large,502,19,3,4,18.44,22-01-2025
6,Medium,502,19,1,5,24.37,29-01-2025
6,Medium,502,19,1,6,29.61,05-02-2025
6,Small,502,19,3,7,32.48,12-02-2025
6,Large,503,2,1,4,29.61,22-01-2025
6,Large,503,2,3,5,38.61,29-01-2025
6,Medium,503,2,2,6,24.68,05-02-2025
6,Medium,503,2,1,7,29.13,12-02-2025
6,Small,504,4,3,4,35.06,22-01-2025
6,Large,504,4,2,5,20.62,29-01-2025
6,Medium,504,4,1,6,25.77,05-02-2025
6,Medium,504,4,3,7,32.84,12-02-2025
6,Small,505,1,1,4,28.35,22-01-2025
6,Small,505,1,3,5,21.86,29-01-2025
6,Small,505,1,3,6,23.25,05-02-2025
6,Large,505,1,1,7,43.03,12-02-2025
6,Medium,506,12,1,4,36.96,22-01-2025
6,Small,506,12,1,5,22.24,29-01-2025
6,Small,506,12,3,6,27.26,05-02-2025
6,Medium,506,12,2,7,16.15,12-02-2025
6,Large,507,5,3,4,32.19,22-01-2025
6,Small,507,5,1,5,11.14,29-01-2025
6,Small,507,5,2,6,32.54,05-02-2025
6,Large,507,5,3,7,21.68,12-02-2025
6,Large,508,5,1,4,35.17,22-01-2025
6,Large,508,5,1,5,22.18,29-01-2025
6,Large,508,5,2,6,19.52,05-02-2025
6,Medium,508,5,3,7,21,12-02-2025
6,Small,509,8,2,4,38.8,22-01-2025
6,Large,509,8,2,5,26.19,29-01-2025
6,Large,509,8,1,6,22.08,05-02-2025
6,Medium,509,8,1,7,26.8,12-02-2025
6,Medium,510,7,2,4,31.14,22-01-2025
6,Small,510,7,3,5,28.6,29-01-2025
6,Medium,510,7,2,6,16.22,05-02-2025
6,Medium,510,7,2,7,26.32,12-02-2025
6,Large,511,24,2,4,34.28,22-01-2025
6,Small,511,24,3,5,32.22,29-01-2025
6,Large,511,24,2,6,30.62,05-02-2025
6,Medium,511,24,1,7,24.7,12-02-2025
6,Large,512,4,1,4,30.71,22-01-2025
6,Medium,512,4,2,5,24.96,29-01-2025
6,Large,512,4,2,6,32.75,05-02-2025
6,Medium,512,4,3,7,18.78,12-02-2025
6,Small,513,7,2,4,39.84,22-01-2025
6,Large,513,7,1,5,34.69,29-01-2025
6,Medium,513,7,3,6,30.26,05-02-2025
6,Medium,513,7,2,7,35.69,12-02-2025
6,Large,514,6,1,4,37.45,22-01-2025
6,Large,514,6,3,5,30.2,29-01-2025
6,Large,514,6,2,6,20.48,05-02-2025
6,Medium,514,6,3,7,36.95,12-02-2025
6,Small,515,8,3,4,21.72,22-01-2025
6,Small,515,8,1,5,33.93,29-01-2025
6,Small,515,8,2,6,20.88,05-02-2025
6,Large,515,8,1,7,32.74,12-02-2025
7,Small,601,7,1,4,27.92,22-01-2025
7,Large,601,7,3,5,38.07,29-01-2025
7,Large,601,7,2,6,23.58,05-02-2025
